dataset,dataset_display,model,seed,class_label,num_classes,class_size,n_members,n_nonmembers,tpr_at_1pct_fpr
credit_rating,credit_rating,tabdpt,1,5,10,510,246,264,0.34146341463414637
credit_rating,credit_rating,tabdpt,1,6,10,2,1,1,1.0
credit_rating,credit_rating,tabdpt,1,7,10,5,4,1,1.0
credit_rating,credit_rating,tabdpt,1,8,10,52,29,23,1.0
credit_rating,credit_rating,tabdpt,1,9,10,1,0,1,
credit_rating,credit_rating,tabdpt,2,0,9,285,139,146,0.0
credit_rating,credit_rating,tabdpt,2,1,9,69,42,27,0.0
credit_rating,credit_rating,tabdpt,2,2,9,6,4,2,0.5
credit_rating,credit_rating,tabdpt,2,3,9,220,99,121,0.8282828282828283
credit_rating,credit_rating,tabdpt,2,4,9,365,190,175,0.7052631578947368
credit_rating,credit_rating,tabdpt,2,5,9,521,267,254,0.2247191011235955
credit_rating,credit_rating,tabdpt,2,6,9,1,0,1,
credit_rating,credit_rating,tabdpt,2,7,9,3,1,2,1.0
credit_rating,credit_rating,tabdpt,2,8,9,51,18,33,0.9444444444444444
credit_rating,credit_rating,tabdpt,3,0,10,308,147,161,0.11564625850340136
credit_rating,credit_rating,tabdpt,3,1,10,65,28,37,0.75
credit_rating,credit_rating,tabdpt,3,2,10,6,3,3,1.0
credit_rating,credit_rating,tabdpt,3,3,10,222,112,110,0.29464285714285715
credit_rating,credit_rating,tabdpt,3,4,10,365,183,182,0.060109289617486336
credit_rating,credit_rating,tabdpt,3,5,10,494,254,240,0.6259842519685039
credit_rating,credit_rating,tabdpt,3,6,10,2,1,1,1.0
credit_rating,credit_rating,tabdpt,3,7,10,5,1,4,1.0
credit_rating,credit_rating,tabdpt,3,8,10,53,30,23,1.0
credit_rating,credit_rating,tabdpt,3,9,10,1,1,0,
credit_rating,credit_rating,tabdpt,4,0,9,296,168,128,0.39880952380952384
credit_rating,credit_rating,tabdpt,4,1,9,66,34,32,0.7058823529411765
credit_rating,credit_rating,tabdpt,4,2,9,2,0,2,
credit_rating,credit_rating,tabdpt,4,3,9,229,115,114,0.6782608695652174
credit_rating,credit_rating,tabdpt,4,4,9,364,161,203,0.7639751552795031
credit_rating,credit_rating,tabdpt,4,5,9,506,254,252,0.5787401574803149
credit_rating,credit_rating,tabdpt,4,6,9,1,1,0,
credit_rating,credit_rating,tabdpt,4,7,9,5,2,3,1.0
credit_rating,credit_rating,tabdpt,4,8,9,52,25,27,1.0
credit_rating,credit_rating,tabdpt,5,0,10,313,158,155,0.2848101265822785
credit_rating,credit_rating,tabdpt,5,1,10,73,40,33,0.0
credit_rating,credit_rating,tabdpt,5,2,10,3,1,2,1.0
credit_rating,credit_rating,tabdpt,5,3,10,215,118,97,0.0
credit_rating,credit_rating,tabdpt,5,4,10,367,176,191,0.7443181818181818
credit_rating,credit_rating,tabdpt,5,5,10,501,241,260,0.21991701244813278
credit_rating,credit_rating,tabdpt,5,6,10,1,0,1,
credit_rating,credit_rating,tabdpt,5,7,10,4,1,3,1.0
credit_rating,credit_rating,tabdpt,5,8,10,43,25,18,0.96
credit_rating,credit_rating,tabdpt,5,9,10,1,0,1,
credit_rating,credit_rating,tabicl,1,0,10,293,136,157,0.375
credit_rating,credit_rating,tabicl,1,1,10,68,27,41,0.6296296296296297
credit_rating,credit_rating,tabicl,1,2,10,6,4,2,0.5
credit_rating,credit_rating,tabicl,1,3,10,217,118,99,0.635593220338983
credit_rating,credit_rating,tabicl,1,4,10,367,195,172,0.37948717948717947
credit_rating,credit_rating,tabicl,1,5,10,510,246,264,0.4349593495934959
credit_rating,credit_rating,tabicl,1,6,10,2,1,1,1.0
credit_rating,credit_rating,tabicl,1,7,10,5,4,1,1.0
credit_rating,credit_rating,tabicl,1,8,10,52,29,23,0.9310344827586207
credit_rating,credit_rating,tabicl,1,9,10,1,0,1,
credit_rating,credit_rating,tabicl,2,0,9,285,139,146,0.19424460431654678
credit_rating,credit_rating,tabicl,2,1,9,69,42,27,0.6190476190476191
credit_rating,credit_rating,tabicl,2,2,9,6,4,2,1.0
credit_rating,credit_rating,tabicl,2,3,9,220,99,121,1.0
credit_rating,credit_rating,tabicl,2,4,9,365,190,175,0.8157894736842105
credit_rating,credit_rating,tabicl,2,5,9,521,267,254,0.3146067415730337
credit_rating,credit_rating,tabicl,2,6,9,1,0,1,
credit_rating,credit_rating,tabicl,2,7,9,3,1,2,1.0
credit_rating,credit_rating,tabicl,2,8,9,51,18,33,1.0
credit_rating,credit_rating,tabicl,3,0,10,308,147,161,0.2653061224489796
credit_rating,credit_rating,tabicl,3,1,10,65,28,37,0.5714285714285714
credit_rating,credit_rating,tabicl,3,2,10,6,3,3,1.0
credit_rating,credit_rating,tabicl,3,3,10,222,112,110,0.6071428571428571
credit_rating,credit_rating,tabicl,3,4,10,365,183,182,0.0
credit_rating,credit_rating,tabicl,3,5,10,494,254,240,0.5511811023622047
credit_rating,credit_rating,tabicl,3,6,10,2,1,1,1.0
credit_rating,credit_rating,tabicl,3,7,10,5,1,4,1.0
credit_rating,credit_rating,tabicl,3,8,10,53,30,23,1.0
credit_rating,credit_rating,tabicl,3,9,10,1,1,0,
credit_rating,credit_rating,tabicl,4,0,9,296,168,128,0.40476190476190477
credit_rating,credit_rating,tabicl,4,1,9,66,34,32,0.2647058823529412
credit_rating,credit_rating,tabicl,4,2,9,2,0,2,
credit_rating,credit_rating,tabicl,4,3,9,229,115,114,0.7391304347826086
credit_rating,credit_rating,tabicl,4,4,9,364,161,203,0.9565217391304348
credit_rating,credit_rating,tabicl,4,5,9,506,254,252,0.7204724409448819
credit_rating,credit_rating,tabicl,4,6,9,1,1,0,
credit_rating,credit_rating,tabicl,4,7,9,5,2,3,1.0
credit_rating,credit_rating,tabicl,4,8,9,52,25,27,1.0
credit_rating,credit_rating,tabicl,5,0,10,313,158,155,0.27848101265822783
credit_rating,credit_rating,tabicl,5,1,10,73,40,33,0.6
credit_rating,credit_rating,tabicl,5,2,10,3,1,2,1.0
credit_rating,credit_rating,tabicl,5,3,10,215,118,97,0.0
credit_rating,credit_rating,tabicl,5,4,10,367,176,191,0.4318181818181818
credit_rating,credit_rating,tabicl,5,5,10,501,241,260,0.45643153526970953
credit_rating,credit_rating,tabicl,5,6,10,1,0,1,
credit_rating,credit_rating,tabicl,5,7,10,4,1,3,1.0
credit_rating,credit_rating,tabicl,5,8,10,43,25,18,1.0
credit_rating,credit_rating,tabicl,5,9,10,1,0,1,
credit_rating,credit_rating,tabnet,1,0,10,293,136,157,0.0
credit_rating,credit_rating,tabnet,1,1,10,68,27,41,0.037037037037037035
credit_rating,credit_rating,tabnet,1,2,10,6,4,2,0.0
credit_rating,credit_rating,tabnet,1,3,10,217,118,99,0.07627118644067797
credit_rating,credit_rating,tabnet,1,4,10,367,195,172,0.005128205128205128
credit_rating,credit_rating,tabnet,1,5,10,510,246,264,0.0
credit_rating,credit_rating,tabnet,1,6,10,2,1,1,1.0
credit_rating,credit_rating,tabnet,1,7,10,5,4,1,0.75
credit_rating,credit_rating,tabnet,1,8,10,52,29,23,0.1724137931034483
credit_rating,credit_rating,tabnet,1,9,10,1,0,1,
credit_rating,credit_rating,tabnet,2,0,9,285,139,146,0.02877697841726619
credit_rating,credit_rating,tabnet,2,1,9,69,42,27,0.09523809523809523
credit_rating,credit_rating,tabnet,2,2,9,6,4,2,1.0
credit_rating,credit_rating,tabnet,2,3,9,220,99,121,0.020202020202020204
credit_rating,credit_rating,tabnet,2,4,9,365,190,175,0.021052631578947368
credit_rating,credit_rating,tabnet,2,5,9,521,267,254,0.026217228464419477
credit_rating,credit_rating,tabnet,2,6,9,1,0,1,
credit_rating,credit_rating,tabnet,2,7,9,3,1,2,0.0
credit_rating,credit_rating,tabnet,2,8,9,51,18,33,0.0
credit_rating,credit_rating,tabnet,3,0,10,308,147,161,0.013605442176870748
credit_rating,credit_rating,tabnet,3,1,10,65,28,37,0.0
credit_rating,credit_rating,tabnet,3,2,10,6,3,3,0.3333333333333333
credit_rating,credit_rating,tabnet,3,3,10,222,112,110,0.008928571428571428
credit_rating,credit_rating,tabnet,3,4,10,365,183,182,0.04918032786885246
credit_rating,credit_rating,tabnet,3,5,10,494,254,240,0.07086614173228346
credit_rating,credit_rating,tabnet,3,6,10,2,1,1,1.0
credit_rating,credit_rating,tabnet,3,7,10,5,1,4,1.0
credit_rating,credit_rating,tabnet,3,8,10,53,30,23,0.0
credit_rating,credit_rating,tabnet,3,9,10,1,1,0,
credit_rating,credit_rating,tabnet,4,0,9,296,168,128,0.0
credit_rating,credit_rating,tabnet,4,1,9,66,34,32,0.0
credit_rating,credit_rating,tabnet,4,2,9,2,0,2,
credit_rating,credit_rating,tabnet,4,3,9,229,115,114,0.0
credit_rating,credit_rating,tabnet,4,4,9,364,161,203,0.049689440993788817
credit_rating,credit_rating,tabnet,4,5,9,506,254,252,0.003937007874015748
credit_rating,credit_rating,tabnet,4,6,9,1,1,0,
credit_rating,credit_rating,tabnet,4,7,9,5,2,3,0.5
credit_rating,credit_rating,tabnet,4,8,9,52,25,27,0.08
credit_rating,credit_rating,tabnet,5,0,10,313,158,155,0.0
credit_rating,credit_rating,tabnet,5,1,10,73,40,33,0.0
credit_rating,credit_rating,tabnet,5,2,10,3,1,2,1.0
credit_rating,credit_rating,tabnet,5,3,10,215,118,97,0.025423728813559324
credit_rating,credit_rating,tabnet,5,4,10,367,176,191,0.017045454545454544
credit_rating,credit_rating,tabnet,5,5,10,501,241,260,0.004149377593360996
credit_rating,credit_rating,tabnet,5,6,10,1,0,1,
credit_rating,credit_rating,tabnet,5,7,10,4,1,3,1.0
credit_rating,credit_rating,tabnet,5,8,10,43,25,18,0.12
credit_rating,credit_rating,tabnet,5,9,10,1,0,1,
credit_rating,credit_rating,tabpfn,1,0,10,293,136,157,0.22794117647058823
credit_rating,credit_rating,tabpfn,1,1,10,68,27,41,0.1111111111111111
credit_rating,credit_rating,tabpfn,1,2,10,6,4,2,0.5
credit_rating,credit_rating,tabpfn,1,3,10,217,118,99,0.5169491525423728
credit_rating,credit_rating,tabpfn,1,4,10,367,195,172,0.06666666666666667
credit_rating,credit_rating,tabpfn,1,5,10,510,246,264,0.25203252032520324
credit_rating,credit_rating,tabpfn,1,6,10,2,1,1,1.0
credit_rating,credit_rating,tabpfn,1,7,10,5,4,1,1.0
credit_rating,credit_rating,tabpfn,1,8,10,52,29,23,0.8620689655172413
credit_rating,credit_rating,tabpfn,1,9,10,1,0,1,
credit_rating,credit_rating,tabpfn,2,0,9,285,139,146,0.0
credit_rating,credit_rating,tabpfn,2,1,9,69,42,27,0.6904761904761905
credit_rating,credit_rating,tabpfn,2,2,9,6,4,2,0.5
credit_rating,credit_rating,tabpfn,2,3,9,220,99,121,0.696969696969697
credit_rating,credit_rating,tabpfn,2,4,9,365,190,175,0.24736842105263157
credit_rating,credit_rating,tabpfn,2,5,9,521,267,254,0.18726591760299627
credit_rating,credit_rating,tabpfn,2,6,9,1,0,1,
credit_rating,credit_rating,tabpfn,2,7,9,3,1,2,1.0
credit_rating,credit_rating,tabpfn,2,8,9,51,18,33,0.9444444444444444
credit_rating,credit_rating,tabpfn,3,0,10,308,147,161,0.1360544217687075
credit_rating,credit_rating,tabpfn,3,1,10,65,28,37,0.39285714285714285
credit_rating,credit_rating,tabpfn,3,2,10,6,3,3,0.6666666666666666
credit_rating,credit_rating,tabpfn,3,3,10,222,112,110,0.22321428571428573
credit_rating,credit_rating,tabpfn,3,4,10,365,183,182,0.0
credit_rating,credit_rating,tabpfn,3,5,10,494,254,240,0.3346456692913386
credit_rating,credit_rating,tabpfn,3,6,10,2,1,1,1.0
credit_rating,credit_rating,tabpfn,3,7,10,5,1,4,1.0
credit_rating,credit_rating,tabpfn,3,8,10,53,30,23,0.9666666666666667
credit_rating,credit_rating,tabpfn,3,9,10,1,1,0,
credit_rating,credit_rating,tabpfn,4,0,9,296,168,128,0.14285714285714285
credit_rating,credit_rating,tabpfn,4,1,9,66,34,32,0.0
credit_rating,credit_rating,tabpfn,4,2,9,2,0,2,
credit_rating,credit_rating,tabpfn,4,3,9,229,115,114,0.5478260869565217
credit_rating,credit_rating,tabpfn,4,4,9,364,161,203,0.2111801242236025
credit_rating,credit_rating,tabpfn,4,5,9,506,254,252,0.2874015748031496
credit_rating,credit_rating,tabpfn,4,6,9,1,1,0,
credit_rating,credit_rating,tabpfn,4,7,9,5,2,3,1.0
credit_rating,credit_rating,tabpfn,4,8,9,52,25,27,0.84
credit_rating,credit_rating,tabpfn,5,0,10,313,158,155,0.0379746835443038
credit_rating,credit_rating,tabpfn,5,1,10,73,40,33,0.375
credit_rating,credit_rating,tabpfn,5,2,10,3,1,2,1.0
credit_rating,credit_rating,tabpfn,5,3,10,215,118,97,0.0
credit_rating,credit_rating,tabpfn,5,4,10,367,176,191,0.5056818181818182
credit_rating,credit_rating,tabpfn,5,5,10,501,241,260,0.2157676348547718
credit_rating,credit_rating,tabpfn,5,6,10,1,0,1,
credit_rating,credit_rating,tabpfn,5,7,10,4,1,3,1.0
credit_rating,credit_rating,tabpfn,5,8,10,43,25,18,0.6
credit_rating,credit_rating,tabpfn,5,9,10,1,0,1,
dropout_success,dropout_success,lightgbm,1,0,3,1086,543,543,0.16758747697974216
dropout_success,dropout_success,lightgbm,1,1,3,604,302,302,0.4105960264900662
dropout_success,dropout_success,lightgbm,1,2,3,1628,814,814,0.042997542997543
dropout_success,dropout_success,lightgbm,2,0,3,1070,535,535,0.15514018691588785
dropout_success,dropout_success,lightgbm,2,1,3,580,290,290,0.07586206896551724
dropout_success,dropout_success,lightgbm,2,2,3,1668,834,834,0.07553956834532374
dropout_success,dropout_success,lightgbm,3,0,3,1052,526,526,0.11406844106463879
dropout_success,dropout_success,lightgbm,3,1,3,592,296,296,0.23986486486486486
dropout_success,dropout_success,lightgbm,3,2,3,1674,837,837,0.07287933094384708
dropout_success,dropout_success,lightgbm,4,0,3,1060,530,530,0.04339622641509434
dropout_success,dropout_success,lightgbm,4,1,3,598,299,299,0.08361204013377926
dropout_success,dropout_success,lightgbm,4,2,3,1660,830,830,0.06385542168674699
dropout_success,dropout_success,lightgbm,5,0,3,1056,528,528,0.14583333333333334
dropout_success,dropout_success,lightgbm,5,1,3,611,306,305,0.2777777777777778
dropout_success,dropout_success,lightgbm,5,2,3,1651,825,826,0.08484848484848485
dropout_success,dropout_success,mlp,1,0,3,1086,543,543,0.022099447513812154
dropout_success,dropout_success,mlp,1,1,3,604,302,302,0.033112582781456956
dropout_success,dropout_success,mlp,1,2,3,1628,814,814,0.0085995085995086
dropout_success,dropout_success,mlp,2,0,3,1070,535,535,0.026168224299065422
dropout_success,dropout_success,mlp,2,1,3,580,290,290,0.013793103448275862
dropout_success,dropout_success,mlp,2,2,3,1668,834,834,0.013189448441247002
dropout_success,dropout_success,mlp,3,0,3,1052,526,526,0.0
dropout_success,dropout_success,mlp,3,1,3,592,296,296,0.06418918918918919
dropout_success,dropout_success,mlp,3,2,3,1674,837,837,0.03106332138590203
dropout_success,dropout_success,mlp,4,0,3,1060,530,530,0.013207547169811321
dropout_success,dropout_success,mlp,4,1,3,598,299,299,0.046822742474916385
dropout_success,dropout_success,mlp,4,2,3,1660,830,830,0.00963855421686747
dropout_success,dropout_success,mlp,5,0,3,1056,528,528,0.022727272727272728
dropout_success,dropout_success,mlp,5,1,3,611,306,305,0.0718954248366013
dropout_success,dropout_success,mlp,5,2,3,1651,825,826,0.01696969696969697
dropout_success,dropout_success,real-tabpfn,1,0,3,1086,543,543,0.1252302025782689
dropout_success,dropout_success,real-tabpfn,1,1,3,604,302,302,0.056291390728476824
dropout_success,dropout_success,real-tabpfn,1,2,3,1628,814,814,0.033169533169533166
dropout_success,dropout_success,real-tabpfn,2,0,3,1070,535,535,0.10093457943925234
dropout_success,dropout_success,real-tabpfn,2,1,3,580,290,290,0.1103448275862069
dropout_success,dropout_success,real-tabpfn,2,2,3,1668,834,834,0.06594724220623502
dropout_success,dropout_success,real-tabpfn,3,0,3,1052,526,526,0.0741444866920152
dropout_success,dropout_success,real-tabpfn,3,1,3,592,296,296,0.09797297297297297
dropout_success,dropout_success,real-tabpfn,3,2,3,1674,837,837,0.06929510155316607
dropout_success,dropout_success,real-tabpfn,4,0,3,1060,530,530,0.11132075471698114
dropout_success,dropout_success,real-tabpfn,4,1,3,598,299,299,0.08361204013377926
dropout_success,dropout_success,real-tabpfn,4,2,3,1660,830,830,0.04578313253012048
dropout_success,dropout_success,real-tabpfn,5,0,3,1056,528,528,0.056818181818181816
dropout_success,dropout_success,real-tabpfn,5,1,3,611,306,305,0.16993464052287582
dropout_success,dropout_success,real-tabpfn,5,2,3,1651,825,826,0.03272727272727273
dropout_success,dropout_success,rf,1,0,3,1086,543,543,0.1141804788213628
dropout_success,dropout_success,rf,1,1,3,604,302,302,0.23178807947019867
dropout_success,dropout_success,rf,1,2,3,1628,814,814,0.060196560196560195
dropout_success,dropout_success,rf,2,0,3,1070,535,535,0.27102803738317754
dropout_success,dropout_success,rf,2,1,3,580,290,290,0.39655172413793105
dropout_success,dropout_success,rf,2,2,3,1668,834,834,0.13309352517985612
dropout_success,dropout_success,rf,3,0,3,1052,526,526,0.3935361216730038
dropout_success,dropout_success,rf,3,1,3,592,296,296,0.7804054054054054
dropout_success,dropout_success,rf,3,2,3,1674,837,837,0.14575866188769415
dropout_success,dropout_success,rf,4,0,3,1060,530,530,0.4018867924528302
dropout_success,dropout_success,rf,4,1,3,598,299,299,0.9364548494983278
dropout_success,dropout_success,rf,4,2,3,1660,830,830,0.26024096385542167
dropout_success,dropout_success,rf,5,0,3,1056,528,528,0.1553030303030303
dropout_success,dropout_success,rf,5,1,3,611,306,305,0.5588235294117647
dropout_success,dropout_success,rf,5,2,3,1651,825,826,0.07515151515151515
dropout_success,dropout_success,tabdpt,1,0,3,1086,543,543,0.4622467771639042
dropout_success,dropout_success,tabdpt,1,1,3,604,302,302,0.9668874172185431
dropout_success,dropout_success,tabdpt,1,2,3,1628,814,814,0.5196560196560197
dropout_success,dropout_success,tabdpt,2,0,3,1070,535,535,0.43177570093457945
dropout_success,dropout_success,tabdpt,2,1,3,580,290,290,0.9862068965517241
dropout_success,dropout_success,tabdpt,2,2,3,1668,834,834,0.645083932853717
dropout_success,dropout_success,tabdpt,3,0,3,1052,526,526,0.0
dropout_success,dropout_success,tabdpt,3,1,3,592,296,296,0.9932432432432432
dropout_success,dropout_success,tabdpt,3,2,3,1674,837,837,0.5459976105137395
dropout_success,dropout_success,tabdpt,4,0,3,1060,530,530,0.47735849056603774
dropout_success,dropout_success,tabdpt,4,1,3,598,299,299,0.9899665551839465
dropout_success,dropout_success,tabdpt,4,2,3,1660,830,830,0.472289156626506
dropout_success,dropout_success,tabdpt,5,0,3,1056,528,528,0.5757575757575758
dropout_success,dropout_success,tabdpt,5,1,3,611,306,305,0.9771241830065359
dropout_success,dropout_success,tabdpt,5,2,3,1651,825,826,0.6060606060606061
dropout_success,dropout_success,tabicl,1,0,3,1086,543,543,0.27808471454880296
dropout_success,dropout_success,tabicl,1,1,3,604,302,302,0.33774834437086093
dropout_success,dropout_success,tabicl,1,2,3,1628,814,814,0.14987714987714987
dropout_success,dropout_success,tabicl,2,0,3,1070,535,535,0.18317757009345795
dropout_success,dropout_success,tabicl,2,1,3,580,290,290,0.30344827586206896
dropout_success,dropout_success,tabicl,2,2,3,1668,834,834,0.14628297362110312
dropout_success,dropout_success,tabicl,3,0,3,1052,526,526,0.1311787072243346
dropout_success,dropout_success,tabicl,3,1,3,592,296,296,0.7297297297297297
dropout_success,dropout_success,tabicl,3,2,3,1674,837,837,0.23894862604540024
dropout_success,dropout_success,tabicl,4,0,3,1060,530,530,0.29056603773584905
dropout_success,dropout_success,tabicl,4,1,3,598,299,299,0.4983277591973244
dropout_success,dropout_success,tabicl,4,2,3,1660,830,830,0.14457831325301204
dropout_success,dropout_success,tabicl,5,0,3,1056,528,528,0.22916666666666666
dropout_success,dropout_success,tabicl,5,1,3,611,306,305,0.8300653594771242
dropout_success,dropout_success,tabicl,5,2,3,1651,825,826,0.18303030303030304
dropout_success,dropout_success,tabnet,1,0,3,1086,543,543,0.016574585635359115
dropout_success,dropout_success,tabnet,1,1,3,604,302,302,0.06291390728476821
dropout_success,dropout_success,tabnet,1,2,3,1628,814,814,0.013513513513513514
dropout_success,dropout_success,tabnet,2,0,3,1070,535,535,0.009345794392523364
dropout_success,dropout_success,tabnet,2,1,3,580,290,290,0.0896551724137931
dropout_success,dropout_success,tabnet,2,2,3,1668,834,834,0.03597122302158273
dropout_success,dropout_success,tabnet,3,0,3,1052,526,526,0.045627376425855515
dropout_success,dropout_success,tabnet,3,1,3,592,296,296,0.0
dropout_success,dropout_success,tabnet,3,2,3,1674,837,837,0.0023894862604540022
dropout_success,dropout_success,tabnet,4,0,3,1060,530,530,0.013207547169811321
dropout_success,dropout_success,tabnet,4,1,3,598,299,299,0.020066889632107024
dropout_success,dropout_success,tabnet,4,2,3,1660,830,830,0.008433734939759036
dropout_success,dropout_success,tabnet,5,0,3,1056,528,528,0.007575757575757576
dropout_success,dropout_success,tabnet,5,1,3,611,306,305,0.02287581699346405
dropout_success,dropout_success,tabnet,5,2,3,1651,825,826,0.03878787878787879
dropout_success,dropout_success,tabpfn,1,0,3,1086,543,543,0.13443830570902393
dropout_success,dropout_success,tabpfn,1,1,3,604,302,302,0.052980132450331126
dropout_success,dropout_success,tabpfn,1,2,3,1628,814,814,0.033169533169533166
dropout_success,dropout_success,tabpfn,2,0,3,1070,535,535,0.08598130841121496
dropout_success,dropout_success,tabpfn,2,1,3,580,290,290,0.10344827586206896
dropout_success,dropout_success,tabpfn,2,2,3,1668,834,834,0.06354916067146282
dropout_success,dropout_success,tabpfn,3,0,3,1052,526,526,0.07224334600760456
dropout_success,dropout_success,tabpfn,3,1,3,592,296,296,0.0945945945945946
dropout_success,dropout_success,tabpfn,3,2,3,1674,837,837,0.06690561529271206
dropout_success,dropout_success,tabpfn,4,0,3,1060,530,530,0.10943396226415095
dropout_success,dropout_success,tabpfn,4,1,3,598,299,299,0.07023411371237458
dropout_success,dropout_success,tabpfn,4,2,3,1660,830,830,0.03734939759036145
dropout_success,dropout_success,tabpfn,5,0,3,1056,528,528,0.06628787878787878
dropout_success,dropout_success,tabpfn,5,1,3,611,306,305,0.16013071895424835
dropout_success,dropout_success,tabpfn,5,2,3,1651,825,826,0.02909090909090909
locations,locations,lightgbm,1,0,10,132,66,66,0.0
locations,locations,lightgbm,1,1,10,132,66,66,0.06060606060606061
locations,locations,lightgbm,1,2,10,110,55,55,0.12727272727272726
locations,locations,lightgbm,1,3,10,114,57,57,0.3684210526315789
locations,locations,lightgbm,1,4,10,66,33,33,0.5454545454545454
locations,locations,lightgbm,1,5,10,146,73,73,0.3972602739726027
locations,locations,lightgbm,1,6,10,87,44,43,0.13636363636363635
locations,locations,lightgbm,1,7,10,233,116,117,0.11206896551724138
locations,locations,lightgbm,1,8,10,115,57,58,0.0
locations,locations,lightgbm,1,9,10,148,74,74,0.2702702702702703
locations,locations,lightgbm,2,0,10,127,63,64,0.047619047619047616
locations,locations,lightgbm,2,1,10,140,70,70,0.04285714285714286
locations,locations,lightgbm,2,2,10,106,53,53,0.05660377358490566
locations,locations,lightgbm,2,3,10,124,62,62,0.04838709677419355
locations,locations,lightgbm,2,4,10,70,35,35,0.17142857142857143
locations,locations,lightgbm,2,5,10,132,66,66,0.25757575757575757
locations,locations,lightgbm,2,6,10,96,48,48,0.0625
locations,locations,lightgbm,2,7,10,222,111,111,0.09009009009009009
locations,locations,lightgbm,2,8,10,108,54,54,0.14814814814814814
locations,locations,lightgbm,2,9,10,158,79,79,0.10126582278481013
locations,locations,lightgbm,3,0,10,129,64,65,0.0
locations,locations,lightgbm,3,1,10,128,64,64,0.125
locations,locations,lightgbm,3,2,10,112,56,56,0.0
locations,locations,lightgbm,3,3,10,125,63,62,0.031746031746031744
locations,locations,lightgbm,3,4,10,74,37,37,0.32432432432432434
locations,locations,lightgbm,3,5,10,132,66,66,0.45454545454545453
locations,locations,lightgbm,3,6,10,93,47,46,0.10638297872340426
locations,locations,lightgbm,3,7,10,229,114,115,0.20175438596491227
locations,locations,lightgbm,3,8,10,116,58,58,0.22413793103448276
locations,locations,lightgbm,3,9,10,145,72,73,0.1527777777777778
locations,locations,lightgbm,4,0,10,120,60,60,0.4
locations,locations,lightgbm,4,1,10,136,68,68,0.10294117647058823
locations,locations,lightgbm,4,2,10,115,57,58,0.12280701754385964
locations,locations,lightgbm,4,3,10,126,63,63,0.14285714285714285
locations,locations,lightgbm,4,4,10,74,37,37,0.1891891891891892
locations,locations,lightgbm,4,5,10,137,68,69,0.19117647058823528
locations,locations,lightgbm,4,6,10,87,44,43,0.3409090909090909
locations,locations,lightgbm,4,7,10,223,111,112,0.21621621621621623
locations,locations,lightgbm,4,8,10,113,57,56,0.12280701754385964
locations,locations,lightgbm,4,9,10,152,76,76,0.34210526315789475
locations,locations,lightgbm,5,0,10,126,63,63,0.09523809523809523
locations,locations,lightgbm,5,1,10,126,63,63,0.031746031746031744
locations,locations,lightgbm,5,2,10,118,59,59,0.0
locations,locations,lightgbm,5,3,10,123,61,62,0.06557377049180328
locations,locations,lightgbm,5,4,10,81,41,40,0.0
locations,locations,lightgbm,5,5,10,141,70,71,0.0
locations,locations,lightgbm,5,6,10,87,44,43,0.18181818181818182
locations,locations,lightgbm,5,7,10,227,113,114,0.12389380530973451
locations,locations,lightgbm,5,8,10,108,54,54,0.0
locations,locations,lightgbm,5,9,10,146,73,73,0.0
locations,locations,mlp,1,0,10,132,66,66,0.10606060606060606
locations,locations,mlp,1,1,10,132,66,66,0.06060606060606061
locations,locations,mlp,1,2,10,110,55,55,0.2
locations,locations,mlp,1,3,10,114,57,57,0.10526315789473684
locations,locations,mlp,1,4,10,66,33,33,0.30303030303030304
locations,locations,mlp,1,5,10,146,73,73,0.2328767123287671
locations,locations,mlp,1,6,10,87,44,43,0.22727272727272727
locations,locations,mlp,1,7,10,233,116,117,0.06896551724137931
locations,locations,mlp,1,8,10,115,57,58,0.0
locations,locations,mlp,1,9,10,148,74,74,0.16216216216216217
locations,locations,mlp,2,0,10,127,63,64,0.1746031746031746
locations,locations,mlp,2,1,10,140,70,70,0.014285714285714285
locations,locations,mlp,2,2,10,106,53,53,0.03773584905660377
locations,locations,mlp,2,3,10,124,62,62,0.12903225806451613
locations,locations,mlp,2,4,10,70,35,35,0.2
locations,locations,mlp,2,5,10,132,66,66,0.0
locations,locations,mlp,2,6,10,96,48,48,0.16666666666666666
locations,locations,mlp,2,7,10,222,111,111,0.10810810810810811
locations,locations,mlp,2,8,10,108,54,54,0.0
locations,locations,mlp,2,9,10,158,79,79,0.22784810126582278
locations,locations,mlp,3,0,10,129,64,65,0.140625
locations,locations,mlp,3,1,10,128,64,64,0.03125
locations,locations,mlp,3,2,10,112,56,56,0.10714285714285714
locations,locations,mlp,3,3,10,125,63,62,0.09523809523809523
locations,locations,mlp,3,4,10,74,37,37,0.2702702702702703
locations,locations,mlp,3,5,10,132,66,66,0.3787878787878788
locations,locations,mlp,3,6,10,93,47,46,0.06382978723404255
locations,locations,mlp,3,7,10,229,114,115,0.11403508771929824
locations,locations,mlp,3,8,10,116,58,58,0.20689655172413793
locations,locations,mlp,3,9,10,145,72,73,0.0
locations,locations,mlp,4,0,10,120,60,60,0.016666666666666666
locations,locations,mlp,4,1,10,136,68,68,0.014705882352941176
locations,locations,mlp,4,2,10,115,57,58,0.08771929824561403
locations,locations,mlp,4,3,10,126,63,63,0.06349206349206349
locations,locations,mlp,4,4,10,74,37,37,0.08108108108108109
locations,locations,mlp,4,5,10,137,68,69,0.20588235294117646
