dataset,model,seed,layer,row_max_auc,n_samples,n_members,n_nonmembers,calls_per_layer,n_heads,source
dropout_success,tabpfn,3,9,0.6533704225694978,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,10,0.888927402398229,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,11,0.8927809333421988,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,12,0.7139892329307944,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,13,0.8524016988090969,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,14,0.9229566312451382,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,15,0.6140986330974199,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,16,0.8499775277306352,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,17,0.8312843056359435,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,18,0.5983858479566584,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,19,0.8160358626172255,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,20,0.6804018194363148,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,21,0.633517071839685,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,22,0.8307353064603507,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,3,23,0.8892460471877689,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed3/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,0,0.6922182001038412,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,1,0.9035756160072318,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,2,0.7458831420192924,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,3,0.6893315035783046,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,4,0.885259535636078,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,5,0.746899389996879,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,6,0.6699279615707844,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,7,0.8897550795140468,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,8,0.8704950548290671,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,9,0.6477394568359844,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,10,0.8800351417605979,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,11,0.842544783762995,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,12,0.6891240392968596,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,13,0.8385201220369577,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,14,0.7767339163406644,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,15,0.6012729078171888,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,16,0.8351643600344587,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,17,0.7310663409731781,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,18,0.5928551626814268,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,19,0.7865508645374509,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,20,0.7520227767440897,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,21,0.6070092406988966,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,22,0.8108801390555689,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,4,23,0.7564151334838267,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed4/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,0,0.68604259521466,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,1,0.9026745452226717,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,2,0.7964938899770773,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,3,0.6645124534885791,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,4,0.8971929101715995,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,5,0.8751130425999379,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,6,0.6612511585844614,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,7,0.8955437326348582,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,8,0.8701302664953179,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,9,0.639364221894494,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,10,0.8935740936336081,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,11,0.8212588031527304,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,12,0.6952451439369745,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,13,0.8465618154541633,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,14,0.8373054931527704,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,15,0.6274744475582253,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,16,0.8344249733221281,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,17,0.8322754834989595,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,18,0.5954951547461905,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,19,0.8134521874764967,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,20,0.8606839199921811,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,21,0.6345805533664621,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,22,0.8158908919547094,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
dropout_success,tabpfn,5,23,0.791490403777812,3318,1659,1659,8,3,ml_privacy_meter/logs/dropout_success/tabpfn/seed5/amia/signals/attn_signals_0.npz
