dataset,model,model_label,row_max,member
locations,tabpfn,TabPFN,0.013392838,Non-member
locations,tabpfn,TabPFN,0.015608986,Member
locations,tabpfn,TabPFN,0.011372996,Member
locations,tabpfn,TabPFN,0.014230545,Member
locations,tabpfn,TabPFN,0.01255204,Member
locations,tabpfn,TabPFN,0.012130109,Member
locations,tabpfn,TabPFN,0.010407149,Non-member
locations,tabpfn,TabPFN,0.010730254,Non-member
locations,tabpfn,TabPFN,0.012678923,Member
locations,tabpfn,TabPFN,0.009812754,Non-member
locations,tabpfn,TabPFN,0.009770964,Non-member
locations,tabpfn,TabPFN,0.009567063,Non-member
locations,tabpfn,TabPFN,0.011797953,Member
locations,tabpfn,TabPFN,0.009430105,Non-member
locations,tabpfn,TabPFN,0.012400616,Member
locations,tabpfn,TabPFN,0.011165424,Non-member
locations,tabpfn,TabPFN,0.009582787,Non-member
locations,tabpfn,TabPFN,0.011136124,Non-member
locations,tabpfn,TabPFN,0.009542255,Non-member
locations,tabpfn,TabPFN,0.012060993,Member
locations,tabpfn,TabPFN,0.012952005,Member
locations,tabpfn,TabPFN,0.009678327,Non-member
locations,tabpfn,TabPFN,0.011023875,Non-member
locations,tabpfn,TabPFN,0.011827033,Member
locations,tabpfn,TabPFN,0.014787871,Member
locations,tabpfn,TabPFN,0.03129744,Member
locations,tabpfn,TabPFN,0.011794247,Member
locations,tabpfn,TabPFN,0.012298015,Member
locations,tabpfn,TabPFN,0.009706748,Non-member
locations,tabpfn,TabPFN,0.009343345,Non-member
locations,tabpfn,TabPFN,0.01452625,Member
locations,tabpfn,TabPFN,0.013404852,Member
locations,tabpfn,TabPFN,0.011206689,Member
locations,tabpfn,TabPFN,0.009419131,Non-member
locations,tabpfn,TabPFN,0.011205863,Member
locations,tabpfn,TabPFN,0.012304086,Member
locations,tabpfn,TabPFN,0.013423677,Member
locations,tabpfn,TabPFN,0.011741693,Non-member
locations,tabpfn,TabPFN,0.015731761,Member
locations,tabpfn,TabPFN,0.010489393,Non-member
locations,tabpfn,TabPFN,0.01287921,Member
locations,tabpfn,TabPFN,0.010305301,Non-member
locations,tabpfn,TabPFN,0.011679526,Non-member
locations,tabpfn,TabPFN,0.014078935,Member
locations,tabpfn,TabPFN,0.011581086,Member
locations,tabpfn,TabPFN,0.012093215,Member
locations,tabpfn,TabPFN,0.010029188,Non-member
locations,tabpfn,TabPFN,0.009287488,Non-member
locations,tabpfn,TabPFN,0.010583212,Non-member
locations,tabpfn,TabPFN,0.011187536,Member
locations,tabpfn,TabPFN,0.015083047,Member
locations,tabpfn,TabPFN,0.011132357,Non-member
locations,tabpfn,TabPFN,0.013876448,Member
locations,tabpfn,TabPFN,0.011740949,Member
locations,tabpfn,TabPFN,0.010732438,Member
locations,tabpfn,TabPFN,0.012124475,Member
locations,tabpfn,TabPFN,0.016273748,Member
locations,tabpfn,TabPFN,0.011950205,Non-member
locations,tabpfn,TabPFN,0.010728136,Non-member
locations,tabpfn,TabPFN,0.011752298,Member
locations,tabpfn,TabPFN,0.009812753,Non-member
locations,tabpfn,TabPFN,0.009513669,Non-member
locations,tabpfn,TabPFN,0.011876561,Non-member
locations,tabpfn,TabPFN,0.011219574,Member
locations,tabpfn,TabPFN,0.010242397,Non-member
locations,tabpfn,TabPFN,0.01281316,Member
locations,tabpfn,TabPFN,0.01093137,Member
locations,tabpfn,TabPFN,0.016710797,Member
locations,tabpfn,TabPFN,0.009676765,Non-member
locations,tabpfn,TabPFN,0.011918191,Member
locations,tabpfn,TabPFN,0.016744737,Member
locations,tabpfn,TabPFN,0.013032027,Member
locations,tabpfn,TabPFN,0.012999687,Member
locations,tabpfn,TabPFN,0.010427337,Non-member
locations,tabpfn,TabPFN,0.009667116,Non-member
locations,tabpfn,TabPFN,0.009109762,Non-member
locations,tabpfn,TabPFN,0.009333638,Non-member
locations,tabpfn,TabPFN,0.014161769,Non-member
locations,tabpfn,TabPFN,0.012117415,Member
locations,tabpfn,TabPFN,0.011582304,Non-member
locations,tabpfn,TabPFN,0.009711975,Non-member
locations,tabpfn,TabPFN,0.030060569,Member
locations,tabpfn,TabPFN,0.014158837,Non-member
locations,tabpfn,TabPFN,0.009501714,Non-member
locations,tabpfn,TabPFN,0.0127704665,Member
locations,tabpfn,TabPFN,0.009451118,Non-member
locations,tabpfn,TabPFN,0.016168527,Member
locations,tabpfn,TabPFN,0.012812217,Non-member
locations,tabpfn,TabPFN,0.01162443,Member
locations,tabpfn,TabPFN,0.017317384,Member
locations,tabpfn,TabPFN,0.015688056,Member
locations,tabpfn,TabPFN,0.009558942,Non-member
locations,tabpfn,TabPFN,0.00971477,Non-member
locations,tabpfn,TabPFN,0.013843659,Member
locations,tabpfn,TabPFN,0.0147898365,Member
locations,tabpfn,TabPFN,0.014807435,Member
locations,tabpfn,TabPFN,0.010486283,Non-member
locations,tabpfn,TabPFN,0.009202858,Non-member
locations,tabpfn,TabPFN,0.011094909,Non-member
locations,tabpfn,TabPFN,0.012550842,Non-member
locations,tabpfn,TabPFN,0.012531246,Member
locations,tabpfn,TabPFN,0.010035809,Non-member
locations,tabpfn,TabPFN,0.011836043,Member
locations,tabpfn,TabPFN,0.01161349,Non-member
locations,tabpfn,TabPFN,0.0105277,Non-member
locations,tabpfn,TabPFN,0.01289862,Non-member
locations,tabpfn,TabPFN,0.014225208,Member
locations,tabpfn,TabPFN,0.009463575,Non-member
locations,tabpfn,TabPFN,0.012213043,Member
locations,tabpfn,TabPFN,0.01187462,Non-member
locations,tabpfn,TabPFN,0.012021394,Member
locations,tabpfn,TabPFN,0.010584939,Non-member
locations,tabpfn,TabPFN,0.01257454,Non-member
locations,tabpfn,TabPFN,0.011328582,Non-member
locations,tabpfn,TabPFN,0.012038894,Member
locations,tabpfn,TabPFN,0.01343706,Member
locations,tabpfn,TabPFN,0.010762416,Non-member
locations,tabpfn,TabPFN,0.009845588,Non-member
locations,tabpfn,TabPFN,0.01112045,Non-member
locations,tabpfn,TabPFN,0.01077913,Non-member
locations,tabpfn,TabPFN,0.012490889,Non-member
locations,tabpfn,TabPFN,0.012615565,Non-member
locations,tabpfn,TabPFN,0.009775627,Non-member
locations,tabpfn,TabPFN,0.0133942785,Member
locations,tabpfn,TabPFN,0.012684876,Member
locations,tabpfn,TabPFN,0.018460993,Member
locations,tabpfn,TabPFN,0.012164164,Non-member
locations,tabpfn,TabPFN,0.009382196,Non-member
locations,tabpfn,TabPFN,0.015220953,Member
locations,tabpfn,TabPFN,0.014620334,Member
locations,tabpfn,TabPFN,0.011949995,Non-member
locations,tabpfn,TabPFN,0.012677804,Non-member
locations,tabpfn,TabPFN,0.011039221,Member
locations,tabpfn,TabPFN,0.014075566,Non-member
locations,tabpfn,TabPFN,0.011173991,Member
locations,tabpfn,TabPFN,0.013095765,Member
locations,tabpfn,TabPFN,0.009877149,Non-member
locations,tabpfn,TabPFN,0.013031945,Member
locations,tabpfn,TabPFN,0.013771641,Member
locations,tabpfn,TabPFN,0.011940498,Non-member
locations,tabpfn,TabPFN,0.011208557,Member
locations,tabpfn,TabPFN,0.01925912,Member
locations,tabpfn,TabPFN,0.017635785,Member
locations,tabpfn,TabPFN,0.010005135,Non-member
locations,tabpfn,TabPFN,0.009567843,Non-member
locations,tabpfn,TabPFN,0.011016478,Member
locations,tabpfn,TabPFN,0.0127938865,Member
locations,tabpfn,TabPFN,0.015016892,Member
locations,tabpfn,TabPFN,0.011341277,Non-member
locations,tabpfn,TabPFN,0.010455085,Non-member
locations,tabpfn,TabPFN,0.013756645,Member
locations,tabpfn,TabPFN,0.014402903,Member
locations,tabpfn,TabPFN,0.013080195,Non-member
locations,tabpfn,TabPFN,0.009187188,Non-member
locations,tabpfn,TabPFN,0.00951809,Non-member
locations,tabpfn,TabPFN,0.010270497,Non-member
locations,tabpfn,TabPFN,0.011119563,Non-member
locations,tabpfn,TabPFN,0.009862197,Non-member
locations,tabpfn,TabPFN,0.010823002,Member
locations,tabpfn,TabPFN,0.009765094,Non-member
locations,tabpfn,TabPFN,0.012068693,Member
locations,tabpfn,TabPFN,0.012045353,Non-member
locations,tabpfn,TabPFN,0.01060678,Non-member
locations,tabpfn,TabPFN,0.009897975,Non-member
locations,tabpfn,TabPFN,0.013906125,Member
locations,tabpfn,TabPFN,0.0100326715,Non-member
locations,tabpfn,TabPFN,0.013903182,Member
locations,tabpfn,TabPFN,0.00941854,Non-member
locations,tabpfn,TabPFN,0.011970876,Non-member
locations,tabpfn,TabPFN,0.009287313,Non-member
locations,tabpfn,TabPFN,0.011062147,Member
locations,tabpfn,TabPFN,0.010115527,Non-member
locations,tabpfn,TabPFN,0.011591527,Non-member
locations,tabpfn,TabPFN,0.010487735,Non-member
locations,tabpfn,TabPFN,0.012142903,Member
locations,tabpfn,TabPFN,0.014689571,Member
locations,tabpfn,TabPFN,0.011838938,Non-member
locations,tabpfn,TabPFN,0.020088444,Member
locations,tabpfn,TabPFN,0.0100217555,Non-member
locations,tabpfn,TabPFN,0.010347093,Non-member
locations,tabpfn,TabPFN,0.012910623,Member
locations,tabpfn,TabPFN,0.012466718,Member
locations,tabpfn,TabPFN,0.011014751,Member
locations,tabpfn,TabPFN,0.010718841,Non-member
locations,tabpfn,TabPFN,0.010517482,Non-member
locations,tabpfn,TabPFN,0.010354533,Non-member
locations,tabpfn,TabPFN,0.009484228,Non-member
locations,tabpfn,TabPFN,0.020023689,Member
locations,tabpfn,TabPFN,0.010626489,Non-member
locations,tabpfn,TabPFN,0.011571021,Member
locations,tabpfn,TabPFN,0.010724973,Non-member
locations,tabpfn,TabPFN,0.010896774,Non-member
locations,tabpfn,TabPFN,0.015920851,Member
locations,tabpfn,TabPFN,0.011489116,Member
locations,tabpfn,TabPFN,0.014836386,Member
locations,tabpfn,TabPFN,0.010420404,Non-member
locations,tabpfn,TabPFN,0.01381203,Member
locations,tabpfn,TabPFN,0.009448886,Non-member
locations,tabpfn,TabPFN,0.016173357,Member
locations,tabpfn,TabPFN,0.009847725,Non-member
locations,tabpfn,TabPFN,0.013167168,Member
locations,tabpfn,TabPFN,0.014806259,Non-member
locations,tabpfn,TabPFN,0.012323918,Non-member
locations,tabpfn,TabPFN,0.010370187,Non-member
locations,tabpfn,TabPFN,0.010861434,Non-member
locations,tabpfn,TabPFN,0.01174953,Non-member
locations,tabpfn,TabPFN,0.01138612,Non-member
locations,tabpfn,TabPFN,0.012568265,Member
locations,tabpfn,TabPFN,0.010718508,Non-member
locations,tabpfn,TabPFN,0.010443214,Non-member
locations,tabpfn,TabPFN,0.009505533,Non-member
locations,tabpfn,TabPFN,0.013451263,Member
locations,tabpfn,TabPFN,0.012773933,Member
locations,tabpfn,TabPFN,0.009646025,Non-member
locations,tabpfn,TabPFN,0.012796692,Non-member
locations,tabpfn,TabPFN,0.011699664,Non-member
locations,tabpfn,TabPFN,0.009375522,Non-member
locations,tabpfn,TabPFN,0.011620611,Member
locations,tabpfn,TabPFN,0.014000963,Member
locations,tabpfn,TabPFN,0.011302269,Member
locations,tabpfn,TabPFN,0.01276343,Member
locations,tabpfn,TabPFN,0.010011362,Non-member
locations,tabpfn,TabPFN,0.009513464,Non-member
locations,tabpfn,TabPFN,0.0110185705,Non-member
locations,tabpfn,TabPFN,0.011662807,Non-member
locations,tabpfn,TabPFN,0.010647685,Non-member
locations,tabpfn,TabPFN,0.01268973,Non-member
locations,tabpfn,TabPFN,0.012634478,Member
locations,tabpfn,TabPFN,0.009145629,Non-member
locations,tabpfn,TabPFN,0.01150163,Member
locations,tabpfn,TabPFN,0.01314669,Member
locations,tabpfn,TabPFN,0.015004668,Member
locations,tabpfn,TabPFN,0.016811918,Member
locations,tabpfn,TabPFN,0.011082668,Non-member
locations,tabpfn,TabPFN,0.010192614,Non-member
locations,tabpfn,TabPFN,0.009767191,Non-member
locations,tabpfn,TabPFN,0.011654886,Member
locations,tabpfn,TabPFN,0.012979013,Member
locations,tabpfn,TabPFN,0.011534113,Member
locations,tabpfn,TabPFN,0.013264188,Member
locations,tabpfn,TabPFN,0.012905955,Member
locations,tabpfn,TabPFN,0.009415521,Non-member
locations,tabpfn,TabPFN,0.012967211,Member
locations,tabpfn,TabPFN,0.01251104,Member
locations,tabpfn,TabPFN,0.014084162,Member
locations,tabpfn,TabPFN,0.011770773,Member
locations,tabpfn,TabPFN,0.010238167,Non-member
locations,tabpfn,TabPFN,0.012669826,Member
locations,tabpfn,TabPFN,0.009796961,Non-member
locations,tabpfn,TabPFN,0.010815775,Non-member
locations,tabpfn,TabPFN,0.013093329,Member
locations,tabpfn,TabPFN,0.009824561,Non-member
locations,tabpfn,TabPFN,0.009241593,Non-member
locations,tabpfn,TabPFN,0.011593418,Member
locations,tabpfn,TabPFN,0.014033548,Member
locations,tabpfn,TabPFN,0.010051622,Non-member
locations,tabpfn,TabPFN,0.012255951,Non-member
locations,tabpfn,TabPFN,0.011816527,Non-member
locations,tabpfn,TabPFN,0.011763736,Non-member
locations,tabpfn,TabPFN,0.010640865,Non-member
locations,tabpfn,TabPFN,0.011162451,Member
locations,tabpfn,TabPFN,0.01853085,Member
locations,tabpfn,TabPFN,0.014460865,Member
locations,tabpfn,TabPFN,0.0113807535,Member
locations,tabpfn,TabPFN,0.011907347,Non-member
locations,tabpfn,TabPFN,0.0133730285,Member
locations,tabpfn,TabPFN,0.010002548,Non-member
locations,tabpfn,TabPFN,0.014227261,Member
locations,tabpfn,TabPFN,0.013237189,Member
locations,tabpfn,TabPFN,0.014730707,Member
locations,tabpfn,TabPFN,0.009017916,Non-member
locations,tabpfn,TabPFN,0.012325177,Member
locations,tabpfn,TabPFN,0.009821489,Non-member
locations,tabpfn,TabPFN,0.0099799335,Non-member
locations,tabpfn,TabPFN,0.011172541,Member
locations,tabpfn,TabPFN,0.011391752,Non-member
locations,tabpfn,TabPFN,0.010915864,Non-member
locations,tabpfn,TabPFN,0.009781264,Non-member
locations,tabpfn,TabPFN,0.01234011,Member
locations,tabpfn,TabPFN,0.009449219,Non-member
locations,tabpfn,TabPFN,0.012727935,Member
locations,tabpfn,TabPFN,0.014839958,Member
locations,tabpfn,TabPFN,0.014387418,Member
locations,tabpfn,TabPFN,0.014011447,Member
locations,tabpfn,TabPFN,0.0113053685,Member
locations,tabpfn,TabPFN,0.010857959,Member
locations,tabpfn,TabPFN,0.013144746,Non-member
locations,tabpfn,TabPFN,0.010379872,Non-member
locations,tabpfn,TabPFN,0.012021112,Non-member
locations,tabpfn,TabPFN,0.012994944,Member
locations,tabpfn,TabPFN,0.01738278,Member
locations,tabpfn,TabPFN,0.011712693,Non-member
locations,tabpfn,TabPFN,0.009332128,Non-member
locations,tabpfn,TabPFN,0.013377342,Member
locations,tabpfn,TabPFN,0.014982813,Member
locations,tabpfn,TabPFN,0.014350057,Member
locations,tabpfn,TabPFN,0.0121104885,Member
locations,tabpfn,TabPFN,0.012894,Member
locations,tabpfn,TabPFN,0.00913017,Non-member
locations,tabpfn,TabPFN,0.012187783,Non-member
locations,tabpfn,TabPFN,0.009779775,Non-member
locations,tabpfn,TabPFN,0.011321357,Member
locations,tabpfn,TabPFN,0.01175402,Non-member
locations,tabpfn,TabPFN,0.011797349,Non-member
locations,tabpfn,TabPFN,0.009378999,Non-member
locations,tabpfn,TabPFN,0.009657913,Non-member
locations,tabpfn,TabPFN,0.01117434,Member
locations,tabpfn,TabPFN,0.010892306,Member
locations,tabpfn,TabPFN,0.009694505,Non-member
locations,tabpfn,TabPFN,0.013094263,Member
locations,tabpfn,TabPFN,0.01080745,Non-member
locations,tabpfn,TabPFN,0.011336719,Non-member
locations,tabpfn,TabPFN,0.015398913,Member
locations,tabpfn,TabPFN,0.010443516,Non-member
locations,tabpfn,TabPFN,0.0122349905,Member
locations,tabpfn,TabPFN,0.0104987,Non-member
locations,tabpfn,TabPFN,0.009907438,Non-member
locations,tabpfn,TabPFN,0.009521453,Non-member
locations,tabpfn,TabPFN,0.019339291,Member
locations,tabpfn,TabPFN,0.013385128,Non-member
locations,tabpfn,TabPFN,0.012342865,Member
locations,tabpfn,TabPFN,0.0119487895,Non-member
locations,tabpfn,TabPFN,0.011638234,Member
locations,tabpfn,TabPFN,0.015280081,Member
locations,tabpfn,TabPFN,0.010160753,Non-member
locations,tabpfn,TabPFN,0.0125436345,Member
locations,tabpfn,TabPFN,0.012805483,Member
locations,tabpfn,TabPFN,0.012776073,Member
locations,tabpfn,TabPFN,0.011792426,Member
locations,tabpfn,TabPFN,0.010904474,Non-member
locations,tabpfn,TabPFN,0.014623617,Member
locations,tabpfn,TabPFN,0.0098956255,Non-member
locations,tabpfn,TabPFN,0.01192249,Member
locations,tabpfn,TabPFN,0.016145872,Member
locations,tabpfn,TabPFN,0.015397776,Member
locations,tabpfn,TabPFN,0.009383815,Non-member
locations,tabpfn,TabPFN,0.011570702,Member
locations,tabpfn,TabPFN,0.012886054,Member
locations,tabpfn,TabPFN,0.009749876,Non-member
locations,tabpfn,TabPFN,0.017283538,Member
locations,tabpfn,TabPFN,0.009630566,Non-member
locations,tabpfn,TabPFN,0.010991711,Non-member
locations,tabpfn,TabPFN,0.014743605,Member
locations,tabpfn,TabPFN,0.013946597,Member
locations,tabpfn,TabPFN,0.01146711,Member
locations,tabpfn,TabPFN,0.012780336,Member
locations,tabpfn,TabPFN,0.010180881,Non-member
locations,tabpfn,TabPFN,0.011165764,Member
locations,tabpfn,TabPFN,0.01076259,Non-member
locations,tabpfn,TabPFN,0.009328891,Non-member
locations,tabpfn,TabPFN,0.009805916,Non-member
locations,tabpfn,TabPFN,0.011439629,Non-member
locations,tabpfn,TabPFN,0.009484156,Non-member
locations,tabpfn,TabPFN,0.011004729,Member
locations,tabpfn,TabPFN,0.01140551,Non-member
locations,tabpfn,TabPFN,0.012908077,Non-member
locations,tabpfn,TabPFN,0.022064218,Member
locations,tabpfn,TabPFN,0.017005764,Member
locations,tabpfn,TabPFN,0.015429516,Member
locations,tabpfn,TabPFN,0.012987,Member
locations,tabpfn,TabPFN,0.012088507,Non-member
locations,tabpfn,TabPFN,0.012748342,Non-member
locations,tabpfn,TabPFN,0.012634358,Member
locations,tabpfn,TabPFN,0.012750367,Member
locations,tabpfn,TabPFN,0.009624243,Non-member
locations,tabpfn,TabPFN,0.010435913,Non-member
locations,tabpfn,TabPFN,0.016114928,Non-member
locations,tabpfn,TabPFN,0.015089126,Member
locations,tabpfn,TabPFN,0.013938789,Member
locations,tabpfn,TabPFN,0.01122156,Non-member
locations,tabpfn,TabPFN,0.012543551,Non-member
locations,tabpfn,TabPFN,0.010111544,Non-member
locations,tabpfn,TabPFN,0.013613125,Member
locations,tabpfn,TabPFN,0.011174344,Non-member
locations,tabpfn,TabPFN,0.01813778,Member
locations,tabpfn,TabPFN,0.010785798,Member
locations,tabpfn,TabPFN,0.01235808,Non-member
locations,tabpfn,TabPFN,0.01243313,Member
locations,tabpfn,TabPFN,0.01396331,Member
locations,tabpfn,TabPFN,0.010127033,Non-member
locations,tabpfn,TabPFN,0.010132273,Non-member
locations,tabpfn,TabPFN,0.015524864,Member
locations,tabpfn,TabPFN,0.013114288,Member
locations,tabpfn,TabPFN,0.010528416,Member
locations,tabpfn,TabPFN,0.010742733,Non-member
locations,tabpfn,TabPFN,0.017334517,Member
locations,tabpfn,TabPFN,0.0138073815,Member
locations,tabpfn,TabPFN,0.011701838,Non-member
locations,tabpfn,TabPFN,0.010347988,Non-member
locations,tabpfn,TabPFN,0.01286396,Member
locations,tabpfn,TabPFN,0.009550694,Non-member
locations,tabpfn,TabPFN,0.013043109,Member
locations,tabpfn,TabPFN,0.016531456,Member
locations,tabpfn,TabPFN,0.018439138,Member
locations,tabpfn,TabPFN,0.012701463,Member
locations,tabpfn,TabPFN,0.01149577,Member
locations,tabpfn,TabPFN,0.020534523,Member
locations,tabpfn,TabPFN,0.012583472,Member
locations,tabpfn,TabPFN,0.012013218,Member
locations,tabpfn,TabPFN,0.010567188,Non-member
locations,tabpfn,TabPFN,0.010646749,Non-member
locations,tabpfn,TabPFN,0.013054434,Member
locations,tabpfn,TabPFN,0.00930273,Non-member
locations,tabpfn,TabPFN,0.011919095,Member
locations,tabpfn,TabPFN,0.011213985,Member
locations,tabpfn,TabPFN,0.011776028,Member
locations,tabpfn,TabPFN,0.01179472,Non-member
locations,tabpfn,TabPFN,0.010586012,Non-member
locations,tabpfn,TabPFN,0.011009488,Non-member
locations,tabpfn,TabPFN,0.012999764,Non-member
locations,tabpfn,TabPFN,0.00976721,Non-member
locations,tabpfn,TabPFN,0.009497851,Non-member
locations,tabpfn,TabPFN,0.013662767,Member
locations,tabpfn,TabPFN,0.0168109,Member
locations,tabpfn,TabPFN,0.012310347,Member
locations,tabpfn,TabPFN,0.013167831,Member
locations,tabpfn,TabPFN,0.01169608,Member
locations,tabpfn,TabPFN,0.010172681,Non-member
locations,tabpfn,TabPFN,0.011346849,Member
locations,tabpfn,TabPFN,0.013143859,Member
locations,tabpfn,TabPFN,0.010461476,Non-member
locations,tabpfn,TabPFN,0.031385973,Member
locations,tabpfn,TabPFN,0.01623585,Member
locations,tabpfn,TabPFN,0.011566733,Non-member
locations,tabpfn,TabPFN,0.019347517,Member
locations,tabpfn,TabPFN,0.0149942655,Member
locations,tabpfn,TabPFN,0.009481002,Non-member
locations,tabpfn,TabPFN,0.011460991,Member
locations,tabpfn,TabPFN,0.00950875,Non-member
locations,tabpfn,TabPFN,0.0104675945,Member
locations,tabpfn,TabPFN,0.015698232,Member
locations,tabpfn,TabPFN,0.0117215905,Member
locations,tabpfn,TabPFN,0.01178473,Non-member
locations,tabpfn,TabPFN,0.011404458,Non-member
locations,tabpfn,TabPFN,0.009675464,Non-member
locations,tabpfn,TabPFN,0.013311487,Member
locations,tabpfn,TabPFN,0.012291903,Non-member
locations,tabpfn,TabPFN,0.02248921,Member
locations,tabpfn,TabPFN,0.011813243,Member
locations,tabpfn,TabPFN,0.010692296,Non-member
locations,tabpfn,TabPFN,0.009204224,Non-member
locations,tabpfn,TabPFN,0.013662458,Member
locations,tabpfn,TabPFN,0.011741716,Member
locations,tabpfn,TabPFN,0.010061303,Non-member
locations,tabpfn,TabPFN,0.014807297,Member
locations,tabpfn,TabPFN,0.011965971,Member
locations,tabpfn,TabPFN,0.011205842,Non-member
locations,tabpfn,TabPFN,0.009860356,Non-member
locations,tabpfn,TabPFN,0.010829783,Non-member
locations,tabpfn,TabPFN,0.012988,Non-member
locations,tabpfn,TabPFN,0.010633907,Non-member
locations,tabpfn,TabPFN,0.013493392,Member
locations,tabpfn,TabPFN,0.010387301,Non-member
locations,tabpfn,TabPFN,0.009217126,Non-member
locations,tabpfn,TabPFN,0.010023885,Non-member
locations,tabpfn,TabPFN,0.013173487,Non-member
locations,tabpfn,TabPFN,0.0144235045,Member
locations,tabpfn,TabPFN,0.013600948,Non-member
locations,tabpfn,TabPFN,0.010576942,Non-member
locations,tabpfn,TabPFN,0.011633547,Non-member
locations,tabpfn,TabPFN,0.011060334,Member
locations,tabpfn,TabPFN,0.011446369,Non-member
locations,tabpfn,TabPFN,0.0109803025,Non-member
locations,tabpfn,TabPFN,0.013100449,Member
locations,tabpfn,TabPFN,0.010390285,Non-member
locations,tabpfn,TabPFN,0.01266684,Member
locations,tabpfn,TabPFN,0.009585771,Non-member
locations,tabpfn,TabPFN,0.01309349,Member
locations,tabpfn,TabPFN,0.014867116,Member
locations,tabpfn,TabPFN,0.011148972,Member
locations,tabpfn,TabPFN,0.013144564,Non-member
locations,tabpfn,TabPFN,0.026806965,Member
locations,tabpfn,TabPFN,0.010480672,Non-member
locations,tabpfn,TabPFN,0.017600436,Member
locations,tabpfn,TabPFN,0.009484251,Non-member
locations,tabpfn,TabPFN,0.010770892,Non-member
locations,tabpfn,TabPFN,0.0107810935,Member
locations,tabpfn,TabPFN,0.010119633,Non-member
locations,tabpfn,TabPFN,0.013477571,Member
locations,tabpfn,TabPFN,0.013563575,Member
locations,tabpfn,TabPFN,0.012471727,Non-member
locations,tabpfn,TabPFN,0.01192789,Member
locations,tabpfn,TabPFN,0.012947909,Member
locations,tabpfn,TabPFN,0.011037404,Member
locations,tabpfn,TabPFN,0.013070923,Member
locations,tabpfn,TabPFN,0.013048089,Member
locations,tabpfn,TabPFN,0.012199793,Member
locations,tabpfn,TabPFN,0.0159246,Member
locations,tabpfn,TabPFN,0.010081702,Non-member
locations,tabpfn,TabPFN,0.022077596,Member
locations,tabpfn,TabPFN,0.012610297,Member
locations,tabpfn,TabPFN,0.009684026,Non-member
locations,tabpfn,TabPFN,0.013617355,Member
locations,tabpfn,TabPFN,0.009600971,Non-member
locations,tabpfn,TabPFN,0.014372755,Member
locations,tabpfn,TabPFN,0.015918208,Member
locations,tabpfn,TabPFN,0.011106867,Non-member
locations,tabpfn,TabPFN,0.010715399,Non-member
locations,tabpfn,TabPFN,0.011785351,Member
locations,tabpfn,TabPFN,0.009499444,Non-member
locations,tabpfn,TabPFN,0.008926418,Non-member
locations,tabpfn,TabPFN,0.010528133,Non-member
locations,tabpfn,TabPFN,0.013117755,Member
locations,tabpfn,TabPFN,0.009531832,Non-member
locations,tabpfn,TabPFN,0.018344115,Member
locations,tabpfn,TabPFN,0.013875327,Member
locations,tabpfn,TabPFN,0.01168539,Non-member
locations,tabpfn,TabPFN,0.0100204805,Non-member
locations,tabpfn,TabPFN,0.012410014,Non-member
locations,tabpfn,TabPFN,0.010815659,Non-member
locations,tabpfn,TabPFN,0.009743185,Non-member
locations,tabpfn,TabPFN,0.012656405,Member
locations,tabpfn,TabPFN,0.013334852,Member
locations,tabpfn,TabPFN,0.012208968,Member
locations,tabpfn,TabPFN,0.011138977,Member
locations,tabpfn,TabPFN,0.010969103,Non-member
locations,tabpfn,TabPFN,0.013387665,Member
locations,tabpfn,TabPFN,0.01262129,Member
locations,tabpfn,TabPFN,0.012303551,Member
locations,tabpfn,TabPFN,0.011132322,Member
locations,tabpfn,TabPFN,0.012570167,Non-member
locations,tabpfn,TabPFN,0.011328688,Member
locations,tabpfn,TabPFN,0.0131565835,Member
locations,tabpfn,TabPFN,0.011873321,Member
locations,tabpfn,TabPFN,0.013527374,Member
locations,tabpfn,TabPFN,0.02244409,Member
locations,tabpfn,TabPFN,0.011771355,Member
locations,tabpfn,TabPFN,0.0102770245,Non-member
locations,tabpfn,TabPFN,0.013473615,Member
locations,tabpfn,TabPFN,0.011424814,Non-member
locations,tabpfn,TabPFN,0.012665179,Member
locations,tabpfn,TabPFN,0.011626903,Member
locations,tabpfn,TabPFN,0.015318149,Member
locations,tabpfn,TabPFN,0.011144861,Non-member
locations,tabpfn,TabPFN,0.012905796,Member
locations,tabpfn,TabPFN,0.012989607,Member
locations,tabpfn,TabPFN,0.012671423,Member
locations,tabpfn,TabPFN,0.011811176,Non-member
locations,tabpfn,TabPFN,0.011685163,Member
locations,tabpfn,TabPFN,0.009949911,Non-member
locations,tabpfn,TabPFN,0.013959603,Member
locations,tabpfn,TabPFN,0.015761375,Member
locations,tabpfn,TabPFN,0.013026009,Member
locations,tabpfn,TabPFN,0.010995276,Non-member
locations,tabpfn,TabPFN,0.014199121,Member
locations,tabpfn,TabPFN,0.02034264,Member
locations,tabpfn,TabPFN,0.0095646335,Non-member
locations,tabpfn,TabPFN,0.011723738,Member
locations,tabpfn,TabPFN,0.009461871,Non-member
locations,tabpfn,TabPFN,0.010034106,Non-member
locations,tabpfn,TabPFN,0.014911141,Member
locations,tabpfn,TabPFN,0.012059494,Member
locations,tabpfn,TabPFN,0.011452679,Member
locations,tabpfn,TabPFN,0.014108058,Member
locations,tabpfn,TabPFN,0.015951289,Member
locations,tabpfn,TabPFN,0.011839503,Member
locations,tabpfn,TabPFN,0.009990783,Non-member
locations,tabpfn,TabPFN,0.010563017,Non-member
locations,tabpfn,TabPFN,0.013501216,Member
