dataset,defense_key,defense_label,defense_short,family,accuracy_drop,n_models,attack_metric,auc_reduction,attack
dropout_success,label_kanon_k5_a30+attn_drop_p30,label k-anon k5 a30 + attn drop p30,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.057715491259795054,4,amia_auc_reduction,0.31152006281335365,AMIA
dropout_success,label_kanon_k5_a30+attn_drop_p50,label k-anon k5 a30 + attn drop p50,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.08679927667269441,4,amia_auc_reduction,0.3207862859933269,AMIA
dropout_success,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.021840717299578066,4,amia_auc_reduction,0.13726396396298196,AMIA
dropout_success,label_kanon_k5_a50+attn_drop_p10,label k-anon k5 a50 + attn drop p10,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.03254972875226045,4,amia_auc_reduction,0.23225639932841158,AMIA
dropout_success,label_kanon_k5_a50+attn_drop_p30,label k-anon k5 a50 + attn drop p30,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.041289933694997005,4,amia_auc_reduction,0.24887979279731973,AMIA
dropout_success,label_kanon_k5_a50+attn_drop_p50,label k-anon k5 a50 + attn drop p50,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.06148282097649188,4,amia_auc_reduction,0.26264019734903515,AMIA
locations,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.012472663551401864,4,amia_auc_reduction,0.12441922910561276,AMIA
locations,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.07007266355140185,4,amia_auc_reduction,0.14048519884720617,AMIA
locations,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.26089766355140187,4,amia_auc_reduction,0.17006381189827025,AMIA
locations,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.3313976635514019,4,amia_auc_reduction,0.23461443130622422,AMIA
locations,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.36994766355140185,4,amia_auc_reduction,0.29420845058101386,AMIA
locations,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.10319034267912769,4,amia_auc_reduction,0.8055729705823746,AMIA
locations,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.04322889408099684,4,amia_auc_reduction,0.7543320891714174,AMIA
locations,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.013625077881619901,4,amia_auc_reduction,0.38981785906950295,AMIA
locations,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.020253894080996843,4,amia_auc_reduction,0.7284513343150549,AMIA
locations,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.006600077881619898,4,amia_auc_reduction,0.37277836907868833,AMIA
locations,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.0035038940809968278,4,amia_auc_reduction,0.24626569174916527,AMIA
locations,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.04670771028037379,4,amia_auc_reduction,0.8003341862646468,AMIA
locations,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.016739485981308394,4,amia_auc_reduction,0.5276826026312081,AMIA
locations,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.008175077881619891,4,amia_auc_reduction,0.32346326563342903,AMIA
locations,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.3539726635514019,4,amia_auc_reduction,0.31790766957781114,AMIA
locations,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.11994766355140185,4,amia_auc_reduction,0.09458060565413273,AMIA
locations,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.040522663551401855,4,amia_auc_reduction,0.04470174134068164,AMIA
locations,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.09812266355140187,4,amia_auc_reduction,0.16108798557549775,AMIA
locations,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.03309766355140184,4,amia_auc_reduction,0.03970109738968994,AMIA
locations,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.015197663551401869,4,amia_auc_reduction,0.021923493762180446,AMIA
locations,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.20874766355140184,4,amia_auc_reduction,0.2603882659979296,AMIA
locations,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.06074766355140185,4,amia_auc_reduction,0.0729988311682,AMIA
locations,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.024497663551401816,4,amia_auc_reduction,0.03591818906401115,AMIA
url,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.0074661689220718586,4,amia_auc_reduction,0.07549190393839966,AMIA
url,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.012482501166588916,4,amia_auc_reduction,0.11910230930163826,AMIA
url,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.026248250116658906,4,amia_auc_reduction,0.13133145980499722,AMIA
url,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.040713952403173104,4,amia_auc_reduction,0.15571145291978192,AMIA
url,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.12319178721418575,4,amia_auc_reduction,0.19260259477024128,AMIA
url,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.04411605226318238,2,amia_auc_reduction,0.32118912752215656,AMIA
url,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.02741483901073255,2,amia_auc_reduction,0.2784371557528456,AMIA
url,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.020648623425104984,2,amia_auc_reduction,0.21281110035190381,AMIA
url,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.026733341110592557,2,amia_auc_reduction,0.2989308237282548,AMIA
url,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.019250279981334606,2,amia_auc_reduction,0.24032883925330473,AMIA
url,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.012000513299113391,2,amia_auc_reduction,0.146453654139654,AMIA
url,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.033249743350443284,2,amia_auc_reduction,0.31914797801782885,AMIA
url,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.02425011665888943,2,amia_auc_reduction,0.27376829606599873,AMIA
url,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.016800349976668183,2,amia_auc_reduction,0.196288870056042,AMIA
url,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.04981334577694818,4,amia_auc_reduction,0.348883236101261,AMIA
url,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.02566495566962204,4,amia_auc_reduction,0.21182065658214166,AMIA
url,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.015165655622958435,4,amia_auc_reduction,0.10944780633383178,AMIA
url,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.025723285114325645,4,amia_auc_reduction,0.284287071015922,AMIA
url,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.014582361175921571,4,amia_auc_reduction,0.15672233104820538,AMIA
url,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.008574428371441872,4,amia_auc_reduction,0.07251523778489424,AMIA
url,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.034764349043397064,4,amia_auc_reduction,0.33458937840137143,AMIA
url,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.02053196453569761,4,amia_auc_reduction,0.19140221399301327,AMIA
url,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.012249183387774143,4,amia_auc_reduction,0.09852067763844513,AMIA
us_stocks_financial,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.02140255009107478,4,amia_auc_reduction,0.03413226897057406,AMIA
us_stocks_financial,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.03096539162112935,4,amia_auc_reduction,0.06054669139562682,AMIA
us_stocks_financial,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.058287795992714025,4,amia_auc_reduction,0.08627966654980501,AMIA
us_stocks_financial,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.1284153005464481,4,amia_auc_reduction,0.12863317197576207,AMIA
us_stocks_financial,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.1587735276259867,4,amia_auc_reduction,0.19398833374069022,AMIA
us_stocks_financial,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.04265330904675166,4,amia_auc_reduction,0.5040679010502436,AMIA
us_stocks_financial,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.016393442622950893,4,amia_auc_reduction,0.41970820343071924,AMIA
us_stocks_financial,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.008196721311475474,4,amia_auc_reduction,0.3062021655166668,AMIA
us_stocks_financial,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.018518518518518545,4,amia_auc_reduction,0.45964954772324357,AMIA
us_stocks_financial,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.008348512446873124,4,amia_auc_reduction,0.3227568459000173,AMIA
us_stocks_financial,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.005464480874316946,4,amia_auc_reduction,0.25114267297645915,AMIA
us_stocks_financial,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.029599271402550142,4,amia_auc_reduction,0.49859342057775374,AMIA
us_stocks_financial,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.009861050394656984,4,amia_auc_reduction,0.38450173799467596,AMIA
us_stocks_financial,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.0068234365513054895,4,amia_auc_reduction,0.2911324485025303,AMIA
us_stocks_financial,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.06238615664845176,4,amia_auc_reduction,0.28155937696881483,AMIA
us_stocks_financial,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.022009714632665517,4,amia_auc_reduction,0.15926157253035733,AMIA
us_stocks_financial,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.011991499696417718,4,amia_auc_reduction,0.09524870705656432,AMIA
us_stocks_financial,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.028992106860959377,4,amia_auc_reduction,0.2454777854088075,AMIA
us_stocks_financial,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.012446873102610861,4,amia_auc_reduction,0.14526301062925023,AMIA
us_stocks_financial,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.00865209471766859,4,amia_auc_reduction,0.09129808239963813,AMIA
us_stocks_financial,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.03885853066180939,4,amia_auc_reduction,0.2698412303431862,AMIA
us_stocks_financial,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.01381299332119007,4,amia_auc_reduction,0.158399994249079,AMIA
us_stocks_financial,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.009107468123861595,4,amia_auc_reduction,0.09869313085667708,AMIA
46980_MIC,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.002473500810372814,4,rmia_auc_reduction,0.0886376412242014,RMIA
46980_MIC,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.01989850081037281,4,rmia_auc_reduction,0.1417531764773871,RMIA
46980_MIC,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.02232350081037282,4,rmia_auc_reduction,0.16489378469039037,RMIA
46980_MIC,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.03284850081037283,4,rmia_auc_reduction,0.19262081384016877,RMIA
46980_MIC,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.0846985008103728,4,rmia_auc_reduction,0.22600469149358138,RMIA
46980_MIC,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.011773500810372789,4,rmia_auc_reduction,0.28650420684600825,RMIA
46980_MIC,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.0088985008103728,4,rmia_auc_reduction,0.11208394516258682,RMIA
46980_MIC,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.009723500810372793,4,rmia_auc_reduction,0.037820241719618924,RMIA
46980_MIC,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.0088985008103728,4,rmia_auc_reduction,0.14175153471731525,RMIA
46980_MIC,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.008498500810372789,4,rmia_auc_reduction,0.053797522387040386,RMIA
46980_MIC,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.00729850081037281,4,rmia_auc_reduction,0.036351851511338656,RMIA
46980_MIC,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.012573500810372812,4,rmia_auc_reduction,0.24798424698375848,RMIA
46980_MIC,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.008498500810372817,4,rmia_auc_reduction,0.07843607248961756,RMIA
46980_MIC,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.008498500810372789,4,rmia_auc_reduction,0.049115222662068025,RMIA
46980_MIC,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.012973500810372796,4,rmia_auc_reduction,0.23977117804822312,RMIA
46980_MIC,label_kanon_k10+attn_drop_p10,label k-anon k10 + attn drop p10,label k-anon k10 + attn drop p10,Label k-anon + dropout,0.025931928687196126,4,rmia_auc_reduction,0.24860122041876706,RMIA
46980_MIC,label_kanon_k10+attn_drop_p30,label k-anon k10 + attn drop p30,label k-anon k10 + attn drop p30,Label k-anon + dropout,0.0275526742301459,4,rmia_auc_reduction,0.25994381240330033,RMIA
46980_MIC,label_kanon_k10+attn_drop_p50,label k-anon k10 + attn drop p50,label k-anon k10 + attn drop p50,Label k-anon + dropout,0.031604538087520284,4,rmia_auc_reduction,0.26091015238160287,RMIA
46980_MIC,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.0088985008103728,4,rmia_auc_reduction,0.18388106827357767,RMIA
46980_MIC,label_kanon_k10_a30+attn_drop_p10,label k-anon k10 a30 + attn drop p10,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.02066450567260955,4,rmia_auc_reduction,0.21868835190930133,RMIA
46980_MIC,label_kanon_k10_a30+attn_drop_p30,label k-anon k10 a30 + attn drop p30,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.02309562398703416,4,rmia_auc_reduction,0.23164479404448254,RMIA
46980_MIC,label_kanon_k10_a30+attn_drop_p50,label k-anon k10 a30 + attn drop p50,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.023905996758509046,4,rmia_auc_reduction,0.23345237188361107,RMIA
46980_MIC,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.011348500810372808,4,rmia_auc_reduction,0.10232400988733586,RMIA
46980_MIC,label_kanon_k10_a50+attn_drop_p10,label k-anon k10 a50 + attn drop p10,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.017828200972447417,4,rmia_auc_reduction,0.18958224429915235,RMIA
46980_MIC,label_kanon_k10_a50+attn_drop_p30,label k-anon k10 a50 + attn drop p30,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.023500810372771574,4,rmia_auc_reduction,0.20771909616511122,RMIA
46980_MIC,label_kanon_k10_a50+attn_drop_p50,label k-anon k10 a50 + attn drop p50,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.025121555915721266,4,rmia_auc_reduction,0.22309253747809893,RMIA
46980_MIC,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.010923500810372772,4,rmia_auc_reduction,0.21641320080170434,RMIA
46980_MIC,label_kanon_k3+attn_drop_p10,label k-anon k3 + attn drop p10,label k-anon k3 + attn drop p10,Label k-anon + dropout,0.022690437601296687,4,rmia_auc_reduction,0.23854773844266586,RMIA
46980_MIC,label_kanon_k3+attn_drop_p30,label k-anon k3 + attn drop p30,label k-anon k3 + attn drop p30,Label k-anon + dropout,0.023905996758508963,4,rmia_auc_reduction,0.2562784188668441,RMIA
46980_MIC,label_kanon_k3+attn_drop_p50,label k-anon k3 + attn drop p50,label k-anon k3 + attn drop p50,Label k-anon + dropout,0.026337115072933542,4,rmia_auc_reduction,0.25337316024366346,RMIA
46980_MIC,label_kanon_k3_a30,label k-anon k3 a30,label k-anon k3 a30,Label k-anon,0.007698500810372794,4,rmia_auc_reduction,0.13570164885247543,RMIA
46980_MIC,label_kanon_k3_a30+attn_drop_p10,label k-anon k3 a30 + attn drop p10,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,0.02066450567260944,4,rmia_auc_reduction,0.19587773747074386,RMIA
46980_MIC,label_kanon_k3_a30+attn_drop_p30,label k-anon k3 a30 + attn drop p30,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,0.020664505672609468,4,rmia_auc_reduction,0.21633505302228329,RMIA
46980_MIC,label_kanon_k3_a30+attn_drop_p50,label k-anon k3 a30 + attn drop p50,label k-anon k3 a30 + attn drop...,Label k-anon + dropout,0.024716369529983906,4,rmia_auc_reduction,0.22901502276136168,RMIA
46980_MIC,label_kanon_k3_a50,label k-anon k3 a50,label k-anon k3 a50,Label k-anon,0.007698500810372821,4,rmia_auc_reduction,0.10300665372521933,RMIA
46980_MIC,label_kanon_k3_a50+attn_drop_p10,label k-anon k3 a50 + attn drop p10,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,0.010940032414910816,4,rmia_auc_reduction,0.16416615662653775,RMIA
46980_MIC,label_kanon_k3_a50+attn_drop_p30,label k-anon k3 a50 + attn drop p30,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,0.02228525121555916,4,rmia_auc_reduction,0.1884264452085561,RMIA
46980_MIC,label_kanon_k3_a50+attn_drop_p50,label k-anon k3 a50 + attn drop p50,label k-anon k3 a50 + attn drop...,Label k-anon + dropout,0.02350081037277152,4,rmia_auc_reduction,0.21839447685643665,RMIA
46980_MIC,label_kanon_k5,label k-anon k5,label k-anon k5,Label k-anon,0.013373500810372807,4,rmia_auc_reduction,0.23324189824239736,RMIA
46980_MIC,label_kanon_k5+attn_drop_p10,label k-anon k5 + attn drop p10,label k-anon k5 + attn drop p10,Label k-anon + dropout,0.02552674230145871,4,rmia_auc_reduction,0.2596200573171277,RMIA
46980_MIC,label_kanon_k5+attn_drop_p30,label k-anon k5 + attn drop p30,label k-anon k5 + attn drop p30,Label k-anon + dropout,0.028768233387358233,4,rmia_auc_reduction,0.26285530971475407,RMIA
46980_MIC,label_kanon_k5+attn_drop_p50,label k-anon k5 + attn drop p50,label k-anon k5 + attn drop p50,Label k-anon + dropout,0.02917341977309565,4,rmia_auc_reduction,0.2615927962194862,RMIA
46980_MIC,label_kanon_k5_a30,label k-anon k5 a30,label k-anon k5 a30,Label k-anon,0.008098500810372805,4,rmia_auc_reduction,0.181328788065849,RMIA
46980_MIC,label_kanon_k5_a30+attn_drop_p10,label k-anon k5 a30 + attn drop p10,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.02025931928687194,4,rmia_auc_reduction,0.21596631371014138,RMIA
46980_MIC,label_kanon_k5_a30+attn_drop_p30,label k-anon k5 a30 + attn drop p30,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.02269043760129666,4,rmia_auc_reduction,0.22151546275306094,RMIA
46980_MIC,label_kanon_k5_a30+attn_drop_p50,label k-anon k5 a30 + attn drop p50,label k-anon k5 a30 + attn drop...,Label k-anon + dropout,0.024716369529983878,4,rmia_auc_reduction,0.2376533075555112,RMIA
46980_MIC,label_kanon_k5_a50,label k-anon k5 a50,label k-anon k5 a50,Label k-anon,0.009323500810372781,4,rmia_auc_reduction,0.12367674138207307,RMIA
46980_MIC,label_kanon_k5_a50+attn_drop_p10,label k-anon k5 a50 + attn drop p10,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.018638573743922277,4,rmia_auc_reduction,0.18209056473919658,RMIA
46980_MIC,label_kanon_k5_a50+attn_drop_p30,label k-anon k5 a50 + attn drop p30,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.021069692058346884,4,rmia_auc_reduction,0.19679745146300529,RMIA
46980_MIC,label_kanon_k5_a50+attn_drop_p50,label k-anon k5 a50 + attn drop p50,label k-anon k5 a50 + attn drop...,Label k-anon + dropout,0.023905996758508963,4,rmia_auc_reduction,0.22211733199540834,RMIA
credit_rating,attn_drop_p10,attn drop p10,attn drop p10,Attention dropout,0.02792917214191859,4,rmia_auc_reduction,0.0788207172003596,RMIA
credit_rating,attn_drop_p30,attn drop p30,attn drop p30,Attention dropout,0.08705417214191857,4,rmia_auc_reduction,0.1585578186596583,RMIA
credit_rating,attn_drop_p50,attn drop p50,attn drop p50,Attention dropout,0.12647917214191856,4,rmia_auc_reduction,0.21053885123452512,RMIA
credit_rating,attn_drop_p70,attn drop p70,attn drop p70,Attention dropout,0.15732917214191855,4,rmia_auc_reduction,0.23343268033750605,RMIA
credit_rating,attn_drop_p90,attn drop p90,attn drop p90,Attention dropout,0.2161541721419186,4,rmia_auc_reduction,0.2799975361366623,RMIA
credit_rating,highrisk_label_kanon_k10,high-risk label k-anon k10,high-risk label k-anon k10,High-risk label k-anon,0.08015417214191856,4,rmia_auc_reduction,0.6033182187564838,RMIA
credit_rating,highrisk_label_kanon_k10_a30,high-risk label k-anon k10 a30,high-risk label k-anon k10 a30,High-risk label k-anon,0.07227917214191856,4,rmia_auc_reduction,0.4721261411577564,RMIA
credit_rating,highrisk_label_kanon_k10_a50,high-risk label k-anon k10 a50,high-risk label k-anon k10 a50,High-risk label k-anon,0.048954172141918564,4,rmia_auc_reduction,0.32444346946538494,RMIA
credit_rating,highrisk_label_kanon_k3,high-risk label k-anon k3,high-risk label k-anon k3,High-risk label k-anon,0.07262917214191855,4,rmia_auc_reduction,0.5355118351891555,RMIA
credit_rating,highrisk_label_kanon_k3_a30,high-risk label k-anon k3 a30,high-risk label k-anon k3 a30,High-risk label k-anon,0.05190417214191856,4,rmia_auc_reduction,0.36751309737879523,RMIA
credit_rating,highrisk_label_kanon_k3_a50,high-risk label k-anon k3 a50,high-risk label k-anon k3 a50,High-risk label k-anon,0.035804172141918555,4,rmia_auc_reduction,0.26776920948889965,RMIA
credit_rating,highrisk_label_kanon_k5,high-risk label k-anon k5,high-risk label k-anon k5,High-risk label k-anon,0.07850417214191857,4,rmia_auc_reduction,0.5732333667611869,RMIA
credit_rating,highrisk_label_kanon_k5_a30,high-risk label k-anon k5 a30,high-risk label k-anon k5 a30,High-risk label k-anon,0.05847917214191857,4,rmia_auc_reduction,0.3871330140396984,RMIA
credit_rating,highrisk_label_kanon_k5_a50,high-risk label k-anon k5 a50,high-risk label k-anon k5 a50,High-risk label k-anon,0.043079172141918615,4,rmia_auc_reduction,0.27874420775987263,RMIA
credit_rating,label_kanon_k10,label k-anon k10,label k-anon k10,Label k-anon,0.21152917214191858,4,rmia_auc_reduction,0.4276136402932429,RMIA
credit_rating,label_kanon_k10+attn_drop_p10,label k-anon k10 + attn drop p10,label k-anon k10 + attn drop p10,Label k-anon + dropout,0.22306176084099877,4,rmia_auc_reduction,0.43005740369320145,RMIA
credit_rating,label_kanon_k10+attn_drop_p30,label k-anon k10 + attn drop p30,label k-anon k10 + attn drop p30,Label k-anon + dropout,0.24572930354796324,4,rmia_auc_reduction,0.43306742340410814,RMIA
credit_rating,label_kanon_k10+attn_drop_p50,label k-anon k10 + attn drop p50,label k-anon k10 + attn drop p50,Label k-anon + dropout,0.256898817345598,4,rmia_auc_reduction,0.4368034182861885,RMIA
credit_rating,label_kanon_k10_a30,label k-anon k10 a30,label k-anon k10 a30,Label k-anon,0.17180417214191857,4,rmia_auc_reduction,0.3189862283007123,RMIA
credit_rating,label_kanon_k10_a30+attn_drop_p10,label k-anon k10 a30 + attn drop p10,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.18363994743758222,4,rmia_auc_reduction,0.3616283543121931,RMIA
credit_rating,label_kanon_k10_a30+attn_drop_p30,label k-anon k10 a30 + attn drop p30,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.19678055190538768,4,rmia_auc_reduction,0.3835653831523619,RMIA
credit_rating,label_kanon_k10_a30+attn_drop_p50,label k-anon k10 a30 + attn drop p50,label k-anon k10 a30 + attn...,Label k-anon + dropout,0.21287779237844948,4,rmia_auc_reduction,0.4008511134933259,RMIA
credit_rating,label_kanon_k10_a50,label k-anon k10 a50,label k-anon k10 a50,Label k-anon,0.10742917214191856,4,rmia_auc_reduction,0.21545577149180437,RMIA
credit_rating,label_kanon_k10_a50+attn_drop_p10,label k-anon k10 a50 + attn drop p10,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.14454664914586074,4,rmia_auc_reduction,0.29575718410678475,RMIA
credit_rating,label_kanon_k10_a50+attn_drop_p30,label k-anon k10 a50 + attn drop p30,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.1606438896189225,4,rmia_auc_reduction,0.33461166055743824,RMIA
credit_rating,label_kanon_k10_a50+attn_drop_p50,label k-anon k10 a50 + attn drop p50,label k-anon k10 a50 + attn...,Label k-anon + dropout,0.1787122207621551,4,rmia_auc_reduction,0.3607162926205132,RMIA
credit_rating,label_kanon_k3,label k-anon k3,label k-anon k3,Label k-anon,0.18790417214191857,4,rmia_auc_reduction,0.3576816342762293,RMIA
credit_rating,label_kanon_k3+attn_drop_p10,label k-anon k3 + attn drop p10,label k-anon k3 + attn drop p10,Label k-anon + dropout,0.19809461235216827,4,rmia_auc_reduction,0.3838980047029532,RMIA
credit_rating,label_kanon_k3+attn_drop_p30,label k-anon k3 + attn drop p30,label k-anon k3 + attn drop p30,Label k-anon + dropout,0.2122207621550592,4,rmia_auc_reduction,0.39855734317725977,RMIA
